Income_Segment,Education,Has_Children,Enrollment_Year,Product,Sales
Medium,Graduation,Has Children,2013,Meat,128
Medium,Graduation,Has Children,2013,Meat,10
Medium,Graduation,Has Children,2013,Meat,215
Low,Graduation,Has Children,2013,Meat,5
Medium,Graduation,Has Children,2014,Meat,99
High,Graduation,Has Children,2014,Meat,75
Medium,Master,Has Children,2012,Meat,76
Medium,PhD,Has Children,2013,Meat,17
Low,Graduation,Has Children,2013,Meat,20
High,Diploma,No Children,2012,Meat,447
Medium,Graduation,Has Children,2013,Meat,104
Medium,Graduation,Has Children,2013,Meat,16
Medium,PhD,Has Children,2014,Meat,6
Medium,PhD,Has Children,2012,Meat,153
Medium,PhD,No Children,2013,Meat,142
Low,Graduation,Has Children,2014,Meat,23
Medium,Diploma,Has Children,2013,Meat,35
High,PhD,Has Children,2013,Meat,420
Medium,PhD,Has Children,2013,Meat,51
Medium,PhD,Has Children,2014,Meat,10
Low,Graduation,Has Children,2013,Meat,8
Medium,PhD,Has Children,2013,Meat,69
Medium,PhD,Has Children,2013,Meat,70
Medium,Graduation,Has Children,2013,Meat,71
High,Graduation,No Children,2013,Meat,373
Medium,Graduation,Has Children,2014,Meat,10
Medium,Master,Has Children,2013,Meat,5
Medium,Master,Has Children,2014,Meat,14
High,PhD,Has Children,2013,Meat,61
Medium,Graduation,Has Children,2012,Meat,214
Low,Basic,Has Children,2013,Meat,6
High,Diploma,Has Children,2014,Meat,134
Medium,Master,No Children,2013,Meat,6
Medium,Master,Has Children,2013,Meat,68
Medium,Graduation,No Children,2014,Meat,179
Medium,Graduation,No Children,2013,Meat,599
Medium,PhD,Has Children,2014,Meat,32
Low,Graduation,Has Children,2014,Meat,8
High,Graduation,No Children,2012,Meat,265
Medium,Graduation,Has Children,2012,Meat,28
Low,PhD,Has Children,2013,Meat,5
Medium,Master,Has Children,2014,Meat,23
Medium,Master,Has Children,2013,Meat,76
High,PhD,Has Children,2014,Meat,92
Medium,Diploma,Has Children,2013,Meat,160
High,Graduation,No Children,2014,Meat,536
Medium,PhD,Has Children,2013,Meat,143
Medium,Graduation,Has Children,2013,Meat,82
High,Graduation,Has Children,2014,Meat,230
Medium,Graduation,Has Children,2014,Meat,12
Medium,PhD,No Children,2013,Meat,15
Medium,Diploma,Has Children,2013,Meat,20
High,PhD,Has Children,2013,Meat,91
Medium,PhD,Has Children,2013,Meat,3
High,PhD,Has Children,2013,Meat,199
High,PhD,Has Children,2013,Meat,265
Medium,PhD,No Children,2013,Meat,46
High,Graduation,No Children,2013,Meat,768
High,Master,No Children,2013,Meat,673
High,Diploma,No Children,2013,Meat,323
High,Graduation,Has Children,2012,Meat,363
Low,Diploma,No Children,2012,Meat,22
Low,Graduation,Has Children,2013,Meat,110
Low,Basic,Has Children,2013,Meat,4
Medium,PhD,Has Children,2013,Meat,73
Medium,Graduation,Has Children,2014,Meat,31
High,Graduation,No Children,2013,Meat,499
Medium,Graduation,Has Children,2014,Meat,28
Low,PhD,Has Children,2012,Meat,10
Low,PhD,Has Children,2014,Meat,3
Medium,Graduation,Has Children,2013,Meat,41
Medium,Graduation,Has Children,2014,Meat,8
High,Master,No Children,2012,Meat,850
Medium,Graduation,Has Children,2013,Meat,61
Medium,Graduation,Has Children,2013,Meat,206
High,Graduation,No Children,2013,Meat,324
Medium,Graduation,Has Children,2013,Meat,82
High,Master,No Children,2013,Meat,414
Low,PhD,Has Children,2013,Meat,5
Low,Diploma,Has Children,2012,Meat,2
Low,Graduation,No Children,2012,Meat,19
High,Graduation,Has Children,2013,Meat,217
Medium,Diploma,Has Children,2012,Meat,4
High,PhD,No Children,2013,Meat,127
Medium,PhD,Has Children,2012,Meat,2
High,Master,Has Children,2014,Meat,520
High,Graduation,Has Children,2012,Meat,342
Medium,Master,Has Children,2014,Meat,14
Low,Graduation,Has Children,2013,Meat,19
Medium,PhD,Has Children,2014,Meat,65
Low,Basic,Has Children,2012,Meat,16
Medium,PhD,Has Children,2013,Meat,69
Medium,Master,Has Children,2012,Meat,194
Medium,Graduation,Has Children,2012,Meat,107
High,Graduation,Has Children,2014,Meat,124
Medium,PhD,Has Children,2014,Meat,31
High,Graduation,No Children,2014,Meat,835
High,Master,Has Children,2013,Meat,396
Medium,Graduation,Has Children,2013,Meat,11
High,Graduation,No Children,2012,Meat,936
Low,Basic,Has Children,2014,Meat,11
Medium,Graduation,Has Children,2012,Meat,141
High,Graduation,Has Children,2013,Meat,367
Low,Graduation,Has Children,2014,Meat,9
Medium,Graduation,Has Children,2013,Meat,71
Medium,PhD,Has Children,2012,Meat,184
Low,Graduation,Has Children,2013,Meat,1
High,PhD,No Children,2013,Meat,935
High,Graduation,No Children,2013,Meat,853
High,PhD,No Children,2014,Meat,558
Medium,PhD,Has Children,2014,Meat,115
Low,Master,Has Children,2014,Meat,31
Medium,Graduation,Has Children,2012,Meat,56
Low,Basic,Has Children,2013,Meat,13
High,Master,Has Children,2013,Meat,270
High,Graduation,Has Children,2013,Meat,217
Medium,PhD,Has Children,2014,Meat,14
Low,Graduation,No Children,2012,Meat,7
Medium,Graduation,Has Children,2013,Meat,10
High,Graduation,No Children,2014,Meat,509
High,Diploma,Has Children,2013,Meat,97
High,Graduation,Has Children,2013,Meat,250
High,Graduation,Has Children,2014,Meat,223
High,Graduation,No Children,2013,Meat,442
Medium,Graduation,Has Children,2014,Meat,131
Medium,PhD,Has Children,2013,Meat,11
Medium,Graduation,Has Children,2014,Meat,12
Medium,Graduation,Has Children,2013,Meat,86
Medium,PhD,No Children,2014,Meat,29
High,Graduation,No Children,2013,Meat,751
Medium,PhD,Has Children,2013,Meat,62
High,Graduation,No Children,2012,Meat,693
Low,Basic,No Children,2012,Meat,3
High,Master,No Children,2013,Meat,195
High,Graduation,Has Children,2013,Meat,206
High,PhD,No Children,2013,Meat,454
High,PhD,Has Children,2012,Meat,118
Medium,Graduation,Has Children,2012,Meat,106
Medium,Diploma,Has Children,2014,Meat,7
Medium,PhD,Has Children,2013,Meat,47
Medium,Graduation,Has Children,2012,Meat,12
Low,Basic,Has Children,2013,Meat,4
Medium,Graduation,Has Children,2013,Meat,23
Medium,Master,Has Children,2013,Meat,60
Medium,PhD,Has Children,2014,Meat,6
High,Graduation,Has Children,2013,Meat,204
High,Diploma,Has Children,2013,Meat,96
Low,Diploma,Has Children,2013,Meat,8
Medium,Graduation,Has Children,2013,Meat,85
High,Graduation,Has Children,2013,Meat,171
Low,Diploma,Has Children,2013,Meat,7
High,Graduation,Has Children,2013,Meat,250
Medium,PhD,Has Children,2014,Meat,2
High,Graduation,No Children,2013,Meat,413
Low,Basic,No Children,2014,Meat,7
Medium,Master,Has Children,2013,Meat,26
Low,PhD,Has Children,2012,Meat,30
Medium,PhD,No Children,2013,Meat,63
High,Graduation,No Children,2012,Meat,534
High,PhD,No Children,2013,Meat,462
Medium,Graduation,Has Children,2014,Meat,3
Medium,Graduation,Has Children,2012,Meat,56
Low,Graduation,Has Children,2012,Meat,68
Low,PhD,No Children,2012,Meat,46
Medium,PhD,Has Children,2013,Meat,18
High,Diploma,No Children,2013,Meat,112
Low,Basic,Has Children,2012,Meat,7
Medium,PhD,Has Children,2014,Meat,21
High,Graduation,No Children,2012,Meat,168
High,Graduation,Has Children,2013,Meat,170
Medium,Graduation,Has Children,2013,Meat,60
Medium,Graduation,Has Children,2012,Meat,56
Medium,Graduation,Has Children,2012,Meat,38
Medium,Graduation,Has Children,2013,Meat,30
High,Diploma,Has Children,2012,Meat,128
High,Graduation,Has Children,2013,Meat,292
Medium,Graduation,Has Children,2013,Meat,15
Medium,PhD,Has Children,2014,Meat,9
High,Diploma,No Children,2013,Meat,350
Medium,Graduation,Has Children,2014,Meat,21
Medium,Graduation,Has Children,2013,Meat,41
Low,Master,Has Children,2013,Meat,10
High,Graduation,Has Children,2013,Meat,90
Medium,Master,Has Children,2014,Meat,30
High,Graduation,Has Children,2014,Meat,70
High,Diploma,Has Children,2014,Meat,134
High,Graduation,Has Children,2014,Meat,279
High,Graduation,Has Children,2012,Meat,629
Medium,Master,Has Children,2013,Meat,10
Medium,Graduation,Has Children,2013,Meat,137
Medium,Graduation,Has Children,2014,Meat,5
Medium,Graduation,Has Children,2013,Meat,165
Low,PhD,Has Children,2013,Meat,33
Low,Graduation,Has Children,2013,Meat,2
High,Graduation,No Children,2014,Meat,981
High,PhD,No Children,2012,Meat,586
Medium,Graduation,Has Children,2012,Meat,10
Medium,PhD,Has Children,2012,Meat,163
High,Master,No Children,2014,Meat,232
High,Graduation,No Children,2013,Meat,565
High,Graduation,Has Children,2013,Meat,300
Low,PhD,Has Children,2013,Meat,9
Medium,Diploma,Has Children,2013,Meat,106
High,Graduation,No Children,2013,Meat,419
Medium,Graduation,Has Children,2013,Meat,87
Medium,PhD,Has Children,2014,Meat,3
High,Graduation,Has Children,2014,Meat,398
Medium,Master,Has Children,2013,Meat,9
Medium,Master,Has Children,2013,Meat,31
High,Graduation,Has Children,2013,Meat,141
Medium,Diploma,No Children,2012,Meat,241
Low,Graduation,Has Children,2013,Meat,11
Medium,PhD,Has Children,2013,Meat,54
High,Graduation,No Children,2013,Meat,697
High,Master,No Children,2013,Meat,736
Low,Master,Has Children,2013,Meat,36
Low,Graduation,Has Children,2013,Meat,24
Medium,Graduation,Has Children,2013,Meat,22
Medium,PhD,Has Children,2013,Meat,142
Medium,Graduation,Has Children,2014,Meat,66
Medium,Graduation,Has Children,2013,Meat,57
Medium,Graduation,Has Children,2012,Meat,24
High,PhD,No Children,2013,Meat,456
Medium,Graduation,Has Children,2013,Meat,43
High,Diploma,Has Children,2012,Meat,47
Medium,PhD,Has Children,2012,Meat,397
Medium,PhD,Has Children,2013,Meat,56
High,Master,No Children,2013,Meat,602
Low,Master,Has Children,2014,Meat,19
High,Master,No Children,2013,Meat,408
High,Master,Has Children,2013,Meat,119
High,PhD,No Children,2012,Meat,273
Low,PhD,Has Children,2014,Meat,1
Medium,Graduation,No Children,2013,Meat,28
Medium,PhD,Has Children,2014,Meat,53
Low,Graduation,Has Children,2014,Meat,8
High,Diploma,No Children,2012,Meat,590
Low,Graduation,Has Children,2013,Meat,4
High,PhD,No Children,2012,Meat,899
High,Graduation,No Children,2013,Meat,816
High,PhD,No Children,2013,Meat,420
High,Master,Has Children,2013,Meat,72
Medium,Master,Has Children,2012,Meat,13
Low,Master,No Children,2013,Meat,18
High,PhD,No Children,2013,Meat,603
Medium,Graduation,Has Children,2012,Meat,203
High,PhD,Has Children,2012,Meat,124
Low,Diploma,No Children,2013,Meat,0
High,Graduation,Has Children,2013,Meat,100
High,Graduation,Has Children,2013,Meat,239
High,Graduation,No Children,2012,Meat,459
High,Graduation,Has Children,2012,Meat,71
Medium,Master,Has Children,2013,Meat,13
Medium,Graduation,Has Children,2014,Meat,10
Medium,Master,Has Children,2012,Meat,52
High,Diploma,No Children,2014,Meat,754
Low,PhD,Has Children,2014,Meat,15
High,Graduation,Has Children,2013,Meat,153
Medium,Graduation,Has Children,2014,Meat,8
High,PhD,Has Children,2013,Meat,132
Medium,Graduation,Has Children,2014,Meat,3
Low,Diploma,No Children,2014,Meat,6
Medium,Master,No Children,2012,Meat,243
High,Graduation,No Children,2014,Meat,445
High,PhD,Has Children,2013,Meat,240
High,Graduation,Has Children,2013,Meat,338
High,PhD,No Children,2012,Meat,304
Medium,PhD,Has Children,2014,Meat,6
Medium,PhD,Has Children,2014,Meat,16
High,Master,Has Children,2013,Meat,157
Medium,PhD,No Children,2014,Meat,12
Medium,Graduation,Has Children,2012,Meat,133
Medium,PhD,Has Children,2014,Meat,9
High,PhD,No Children,2013,Meat,835
High,Graduation,Has Children,2013,Meat,177
Medium,Graduation,Has Children,2013,Meat,110
High,PhD,No Children,2012,Meat,768
High,Master,No Children,2014,Meat,612
Medium,Graduation,Has Children,2013,Meat,16
High,Graduation,Has Children,2014,Meat,56
High,Graduation,No Children,2014,Meat,208
Medium,Graduation,Has Children,2013,Meat,43
Low,Basic,Has Children,2012,Meat,10
High,PhD,No Children,2014,Meat,430
High,PhD,No Children,2014,Meat,3
Medium,PhD,Has Children,2013,Meat,68
Medium,PhD,Has Children,2013,Meat,18
Low,Graduation,No Children,2014,Meat,14
High,Master,No Children,2014,Meat,80
Low,Graduation,Has Children,2013,Meat,24
Medium,Graduation,Has Children,2014,Meat,18
High,Graduation,No Children,2013,Meat,265
High,PhD,Has Children,2013,Meat,237
Medium,Graduation,Has Children,2014,Meat,16
Medium,Graduation,No Children,2013,Meat,9
Medium,Master,Has Children,2013,Meat,13
High,Diploma,No Children,2014,Meat,352
High,Graduation,Has Children,2012,Meat,175
High,Master,No Children,2012,Meat,430
High,Graduation,Has Children,2012,Meat,500
Medium,PhD,Has Children,2013,Meat,71
Medium,Graduation,Has Children,2012,Meat,120
Low,Graduation,No Children,2013,Meat,8
Medium,PhD,Has Children,2013,Meat,15
Low,Graduation,No Children,2013,Meat,24
Medium,PhD,Has Children,2012,Meat,4
Medium,Diploma,Has Children,2014,Meat,5
High,Diploma,Has Children,2014,Meat,100
High,Graduation,No Children,2012,Meat,119
High,Master,No Children,2013,Meat,281
High,Graduation,Has Children,2013,Meat,401
Low,Master,Has Children,2013,Meat,9
Medium,PhD,Has Children,2012,Meat,45
High,Graduation,No Children,2013,Meat,753
High,Graduation,No Children,2012,Meat,350
High,Master,Has Children,2013,Meat,157
High,PhD,Has Children,2013,Meat,36
High,PhD,Has Children,2013,Meat,127
Low,Master,Has Children,2014,Meat,19
Low,Master,Has Children,2014,Meat,18
High,Graduation,Has Children,2013,Meat,185
Medium,Diploma,Has Children,2012,Meat,15
Medium,PhD,Has Children,2013,Meat,202
Medium,PhD,Has Children,2012,Meat,30
Medium,Master,Has Children,2014,Meat,4
Low,Graduation,Has Children,2013,Meat,4
High,PhD,No Children,2014,Meat,322
Low,Graduation,Has Children,2013,Meat,14
Low,Graduation,Has Children,2012,Meat,6
High,Graduation,No Children,2014,Meat,216
Medium,Master,Has Children,2012,Meat,38
High,Graduation,No Children,2013,Meat,654
High,Graduation,No Children,2012,Meat,459
High,Master,Has Children,2014,Meat,350
Medium,Graduation,Has Children,2013,Meat,34
Medium,Graduation,Has Children,2013,Meat,26
Medium,PhD,No Children,2013,Meat,7
Medium,Graduation,Has Children,2013,Meat,103
High,Graduation,No Children,2014,Meat,567
High,PhD,No Children,2012,Meat,653
High,PhD,No Children,2013,Meat,89
High,PhD,No Children,2014,Meat,345
Low,Graduation,Has Children,2014,Meat,7
Medium,Graduation,Has Children,2012,Meat,86
High,Graduation,No Children,2013,Meat,951
Medium,PhD,Has Children,2014,Meat,32
High,Master,Has Children,2013,Meat,98
High,PhD,No Children,2013,Meat,128
Medium,Graduation,Has Children,2014,Meat,14
Medium,Graduation,Has Children,2013,Meat,44
Medium,Graduation,Has Children,2014,Meat,15
High,Graduation,No Children,2013,Meat,815
High,Graduation,Has Children,2013,Meat,172
High,Graduation,Has Children,2014,Meat,239
High,Graduation,No Children,2013,Meat,553
High,Master,No Children,2014,Meat,376
Medium,Graduation,Has Children,2013,Meat,199
Medium,Graduation,Has Children,2014,Meat,9
Medium,Graduation,Has Children,2013,Meat,60
Medium,Graduation,Has Children,2013,Meat,73
Medium,Diploma,Has Children,2013,Meat,37
Low,Graduation,Has Children,2013,Meat,12
Medium,Diploma,No Children,2012,Meat,137
Medium,PhD,Has Children,2013,Meat,18
Medium,Graduation,Has Children,2014,Meat,17
Medium,Master,Has Children,2012,Meat,12
Low,Graduation,Has Children,2013,Meat,62
Low,PhD,Has Children,2012,Meat,30
High,Graduation,No Children,2014,Meat,797
Medium,Master,Has Children,2013,Meat,44
Medium,Graduation,Has Children,2013,Meat,81
Low,Graduation,Has Children,2012,Meat,6
Medium,Graduation,Has Children,2013,Meat,33
Medium,Graduation,No Children,2013,Meat,101
Low,Graduation,Has Children,2013,Meat,54
Medium,Graduation,Has Children,2014,Meat,130
High,PhD,No Children,2013,Meat,592
Medium,Master,Has Children,2013,Meat,27
High,Master,No Children,2013,Meat,746
High,Graduation,Has Children,2014,Meat,417
Low,Graduation,Has Children,2013,Meat,9
High,Diploma,No Children,2014,Meat,125
High,Graduation,No Children,2012,Meat,117
Medium,PhD,Has Children,2012,Meat,133
Medium,PhD,Has Children,2013,Meat,141
High,Diploma,Has Children,2014,Meat,67
Low,Graduation,Has Children,2013,Meat,8
Low,PhD,Has Children,2013,Meat,5
Low,Graduation,Has Children,2012,Meat,19
Medium,Graduation,No Children,2014,Meat,3
Medium,Master,Has Children,2013,Meat,16
Medium,Graduation,Has Children,2013,Meat,13
High,Graduation,Has Children,2012,Meat,428
Medium,Graduation,Has Children,2013,Meat,31
High,PhD,Has Children,2013,Meat,49
High,PhD,Has Children,2014,Meat,113
High,Graduation,No Children,2013,Meat,932
Medium,Graduation,Has Children,2013,Meat,33
High,Graduation,No Children,2013,Meat,735
Medium,Basic,No Children,2013,Meat,122
High,Graduation,No Children,2012,Meat,417
Medium,Diploma,Has Children,2013,Meat,2
Medium,Graduation,No Children,2013,Meat,14
Low,Graduation,Has Children,2013,Meat,16
Low,Graduation,Has Children,2014,Meat,2
Medium,Graduation,Has Children,2012,Meat,5
Low,Graduation,Has Children,2014,Meat,17
Medium,Master,Has Children,2013,Meat,29
Medium,Graduation,Has Children,2014,Meat,68
High,Master,Has Children,2014,Meat,242
High,PhD,Has Children,2013,Meat,226
Medium,Master,Has Children,2014,Meat,17
Low,Graduation,Has Children,2013,Meat,3
Low,Graduation,No Children,2013,Meat,6
Medium,Master,Has Children,2012,Meat,223
Low,Diploma,Has Children,2012,Meat,17
High,PhD,Has Children,2013,Meat,215
High,Graduation,Has Children,2013,Meat,322
Low,Graduation,Has Children,2013,Meat,23
Medium,Graduation,Has Children,2013,Meat,364
Medium,Graduation,Has Children,2013,Meat,92
High,Graduation,Has Children,2013,Meat,76
High,Graduation,Has Children,2012,Meat,257
High,Graduation,Has Children,2013,Meat,216
Medium,Graduation,Has Children,2013,Meat,36
High,Graduation,No Children,2013,Meat,323
Medium,Graduation,No Children,2013,Meat,197
High,Graduation,Has Children,2012,Meat,650
Low,Graduation,Has Children,2013,Meat,15
Medium,Master,Has Children,2013,Meat,7
Medium,Graduation,Has Children,2012,Meat,64
Medium,Graduation,Has Children,2013,Meat,99
Medium,Graduation,Has Children,2014,Meat,21
High,Graduation,No Children,2013,Meat,264
High,Graduation,Has Children,2012,Meat,426
High,Diploma,No Children,2013,Meat,535
Medium,Graduation,Has Children,2013,Meat,12
Medium,Graduation,Has Children,2013,Meat,51
High,Graduation,Has Children,2014,Meat,214
Medium,Master,Has Children,2014,Meat,16
Medium,Graduation,Has Children,2014,Meat,11
Low,Graduation,No Children,2013,Meat,27
High,Graduation,Has Children,2012,Meat,447
High,PhD,Has Children,2013,Meat,168
Medium,Graduation,Has Children,2013,Meat,143
Medium,Master,Has Children,2013,Meat,48
Medium,Graduation,Has Children,2013,Meat,56
Medium,PhD,Has Children,2013,Meat,15
High,PhD,No Children,2013,Meat,348
Medium,Graduation,Has Children,2013,Meat,11
High,Graduation,Has Children,2012,Meat,217
High,Graduation,Has Children,2013,Meat,133
Medium,Graduation,No Children,2013,Meat,15
High,PhD,Has Children,2012,Meat,332
Medium,Graduation,Has Children,2014,Meat,20
Medium,Graduation,Has Children,2013,Meat,15
Medium,Graduation,Has Children,2013,Meat,94
High,Graduation,Has Children,2013,Meat,178
Low,Graduation,Has Children,2013,Meat,11
Medium,PhD,No Children,2013,Meat,267
High,Graduation,No Children,2013,Meat,414
High,Graduation,Has Children,2014,Meat,241
Low,Master,Has Children,2013,Meat,4
